student_id,attendance_pct,study_hours_week,assignment_score,internal_marks,prev_sem_cgpa,activity_score,final_exam_marks
S07450,76.7,9.6,73.3,64.7,8.4,65.1,76.09
S00789,86.5,21.1,80.5,70.6,7.43,50.1,59.35
S06596,67.0,14.2,66.0,63.8,8.37,48.5,75.35
S01991,87.4,10.5,54.8,58.5,7.87,51.3,72.75
S02912,71.0,10.4,73.6,57.7,7.89,53.0,67.7
S05340,92.4,34.6,,55.7,7.51,65.5,64.41
S03130,65.7,21.2,80.8,75.1,7.98,70.1,78.57
S07126,89.3,32.6,80.55,87.2,10.0,92.5,91.44
S04218,74.8,12.3,65.9,39.7,6.9,60.4,53.95
S02933,59.7,10.3,67.9,44.9,4.79,52.2,49.27
S02660,79.5,29.7,90.3,65.2,9.21,40.6,81.55
S05352,67.3,7.5,60.6,42.3,6.93,55.6,63.23
S09521,91.8,8.0,78.2,77.6,8.0,73.9,73.07
S07018,62.1,12.2,60.2,54.4,6.25,43.1,48.35
S07803,82.3,,73.2,70.1,8.05,93.2,80.32
S06967,88.2,29.0,83.1,78.1,9.84,80.8,97.77
S04948,85.5,14.9,83.5,70.4,6.03,59.2,63.75
S01247,89.6,,71.7,59.5,6.81,64.0,72.66
S02947,79.0,17.7,61.4,,7.45,34.8,71.97
S01322,93.4,27.4,81.1,83.4,8.72,,99.48
S07767,96.9,,,72.0,9.5,81.6,81.98
S02693,77.2,17.7,79.7,70.7,7.26,91.1,75.48
S00773,68.8,25.8,80.2,81.3,7.97,72.1,83.8
S08819,44.3,13.9,45.5,51.3,5.86,55.2,48.71
S05993,,31.9,97.4,78.0,9.46,77.6,94.91
S02596,77.0,21.8,83.9,81.5,7.36,69.6,83.62
S05611,,27.1,81.3,66.3,6.76,75.9,77.2
S01156,65.4,19.2,59.4,56.3,6.39,27.0,71.0
S06713,73.1,15.0,68.1,75.3,6.74,54.4,77.28
S00148,92.0,2.0,82.5,80.3,4.34,47.7,62.56
S08710,84.4,22.8,84.2,72.2,7.69,76.3,83.25
S05752,59.7,8.2,55.5,58.7,8.03,88.6,49.51
S04519,86.8,23.7,76.9,77.3,9.3,85.0,83.29
S03344,97.1,23.5,79.8,83.2,9.29,78.2,82.35
S00135,83.5,17.0,79.1,73.2,6.17,43.6,70.14
S05230,67.2,10.0,73.1,55.1,6.76,45.2,62.2
S04412,53.1,13.8,52.2,51.0,5.76,,36.33
S08630,71.0,9.5,71.6,67.0,8.18,58.3,86.52
S09440,87.1,20.6,,70.9,9.06,82.3,70.11
S02425,72.3,10.5,47.3,47.0,6.83,47.5,48.71
S00143,62.4,2.0,60.3,46.1,4.17,23.4,57.6
S00664,97.4,25.4,86.6,98.9,,60.0,91.24
S07546,88.2,35.0,92.9,88.0,9.09,84.6,89.77
S07164,95.2,2.8,86.5,80.4,7.82,75.6,80.58
S07066,91.2,,96.2,100.0,9.19,85.6,85.48
S04207,99.7,,91.0,92.3,9.49,69.1,89.68
S02982,79.5,14.5,76.7,66.6,,63.9,79.2
S04678,59.3,12.8,47.6,42.3,,35.3,48.3
S00706,86.8,24.1,82.2,77.5,6.9,53.9,76.73
S04033,73.5,19.1,67.2,59.1,6.76,40.0,65.72
S01231,90.9,,81.9,70.5,7.85,69.2,89.4
S06713,73.1,15.0,68.1,75.3,6.74,54.4,77.28
S05349,69.2,8.6,42.0,50.9,7.73,63.7,73.55
S05134,60.1,12.5,60.2,44.0,5.71,47.2,40.55
S04575,67.9,17.5,54.4,47.5,5.78,44.9,74.14
S02936,84.8,21.3,74.4,67.9,6.74,78.9,68.88
S05176,94.3,8.2,67.9,58.5,7.18,70.2,68.2
S02452,70.0,26.3,,99.5,9.04,78.4,95.19
S00225,66.4,7.4,56.0,47.0,6.86,54.7,49.12
S06185,94.9,22.3,83.3,81.0,7.54,51.9,98.89
S03688,93.9,24.4,81.4,80.1,9.4,81.2,84.86
S01500,100.0,25.3,,71.7,9.35,77.4,93.51
S05637,88.0,24.5,71.7,78.4,8.69,72.2,87.57
S00213,66.0,15.2,42.3,49.3,,41.4,45.33
S09370,86.4,18.5,80.7,62.3,,61.9,88.73
S00851,81.3,19.4,85.1,56.0,7.13,51.5,62.35
S04841,80.1,12.0,78.7,77.1,7.95,69.5,76.67
S01661,81.9,17.7,72.6,82.4,8.8,73.7,99.44
S08061,75.0,23.3,66.8,68.2,,52.8,60.47
S03983,71.5,19.9,83.2,51.1,6.48,56.4,61.26
S02532,,15.5,78.9,64.6,8.45,83.1,82.51
S07265,90.3,25.3,98.2,100.0,10.0,88.6,100.0
S03748,94.9,17.6,,82.8,7.04,71.9,78.16
S00563,88.8,14.8,87.9,55.5,8.38,62.0,92.21
S05396,94.4,20.3,91.7,87.0,7.98,79.4,85.34
S01048,72.6,,81.7,84.0,,88.7,76.85
S09314,67.1,6.2,35.3,43.9,,45.7,48.45
S04223,66.8,14.8,53.2,46.7,6.36,56.8,50.6
S02842,78.2,14.6,69.7,74.8,8.0,68.4,78.27
S08505,57.7,2.0,56.2,53.6,4.32,36.3,30.16
S09778,67.4,9.6,70.7,46.6,6.62,54.6,51.62
S09415,,15.2,83.0,63.8,8.64,74.8,84.91
S01819,74.8,23.5,56.9,58.2,7.85,58.9,79.04
S04887,86.0,18.9,71.8,,9.47,71.4,86.13
S06810,75.8,17.1,66.8,,6.94,57.6,71.54
S01100,82.1,13.8,79.9,64.7,7.85,,81.52
S01273,82.7,20.2,67.9,89.4,9.25,62.8,97.81
S08622,71.0,7.1,45.8,40.6,6.6,43.3,48.64
S05758,55.7,9.7,43.3,50.9,5.58,48.2,47.11
S06659,85.0,14.7,75.4,75.3,5.71,30.2,65.28
S01405,82.1,15.2,82.2,69.9,,47.9,75.44
S02125,79.8,21.3,90.2,60.6,9.2,80.3,97.78
S02258,58.4,2.0,47.3,34.1,6.12,50.7,50.38
S01557,75.2,10.3,,56.0,7.68,71.1,64.74
S06380,71.2,17.7,71.6,,6.69,61.3,72.65
S09583,61.9,25.9,65.6,72.4,6.17,54.5,60.41
S07308,83.0,,69.8,62.3,7.66,53.7,73.17
S09371,70.4,12.8,69.8,45.1,5.97,,59.25
S09866,64.2,9.5,50.1,39.6,5.0,56.1,37.44
S03307,81.3,20.9,81.9,,6.28,53.5,89.2
S03299,75.8,15.4,75.0,64.3,,34.9,69.81
S02225,53.7,2.7,49.9,38.9,5.92,33.2,43.18
S01621,59.5,2.0,40.6,30.0,4.45,26.4,30.67
S03721,76.6,15.1,67.5,55.2,9.61,75.0,76.98
S05790,81.2,24.2,64.5,69.6,8.52,39.2,86.91
S04711,81.9,24.4,79.2,79.1,6.54,79.3,76.81
S06466,81.6,21.1,85.9,68.7,6.17,56.1,58.41
S06819,70.3,11.3,76.0,57.1,8.03,,80.25
S02701,87.4,15.8,69.9,73.2,8.42,81.0,73.67
S02500,70.1,2.0,35.2,53.1,4.36,40.2,34.12
S02578,71.6,11.4,65.2,77.0,6.17,57.1,69.27
S09770,57.9,2.0,30.0,30.0,4.0,10.6,20.99
S05311,65.7,12.4,54.0,52.3,6.21,53.8,43.96
S04046,77.3,,84.3,82.1,8.84,58.3,92.95
S02486,52.6,13.3,55.9,46.2,5.16,33.7,49.02
S02707,50.4,9.8,39.0,33.4,4.0,32.5,11.74
S00955,85.8,33.2,84.4,85.5,9.5,41.8,94.68
S09245,,25.5,60.7,73.3,5.79,34.7,60.25
S05742,91.7,,78.1,74.8,9.49,68.1,100.0
S00889,75.4,17.6,50.8,59.0,5.69,,56.72
S04872,81.9,17.7,55.3,67.2,4.7,58.4,77.61
S04914,84.5,10.4,62.4,68.9,6.79,64.2,57.0
S00140,76.2,20.6,61.9,63.1,6.89,62.8,76.57
S00630,68.7,16.1,65.2,39.4,6.57,40.2,53.06
S08242,84.5,23.2,77.4,70.7,7.31,73.1,96.61
S06849,81.9,20.2,76.6,66.4,8.27,63.0,64.62
S01907,65.1,2.0,67.1,49.9,5.98,49.2,38.59
S03372,,20.9,80.9,72.7,6.63,47.6,71.01
S06959,75.9,13.7,84.3,59.4,8.53,38.4,64.42
S00470,66.6,3.9,55.3,34.7,6.12,31.4,47.8
S09084,86.8,16.9,79.3,61.1,8.2,39.3,70.95
S07031,73.1,19.7,79.5,88.0,9.22,78.5,82.85
S07451,83.3,22.9,87.2,79.2,8.71,51.5,78.75
S00653,78.8,25.2,69.3,75.8,8.33,78.9,86.26
S01203,49.5,7.4,31.1,41.4,4.0,52.4,22.67
S09657,81.6,22.4,75.3,79.7,6.65,63.1,76.93
S07348,71.8,10.3,77.3,71.4,8.26,60.4,62.52
S06693,59.5,4.2,58.0,47.7,5.77,42.9,40.79
S04169,96.1,10.2,77.6,62.9,7.71,55.7,77.99
S07316,68.1,12.5,49.3,45.3,4.65,56.4,49.82
S00188,72.4,18.7,65.9,59.6,6.09,55.3,60.87
S08935,83.5,29.0,92.1,71.0,7.48,63.8,95.28
S01914,57.7,11.7,56.8,72.0,6.77,67.9,72.27
S03449,63.0,22.6,68.4,59.4,7.97,70.7,66.52
S06151,69.6,9.3,72.7,52.9,4.84,64.4,59.09
S00794,79.5,11.0,42.3,62.9,6.94,52.2,69.39
S09127,75.4,2.0,60.1,31.5,5.07,36.9,42.34
S00911,57.7,11.2,77.6,65.9,6.63,47.3,54.54
S00055,59.5,2.4,82.5,40.5,9.02,57.5,50.25
S08946,88.5,25.6,88.8,93.6,9.64,74.9,100.0
S02783,94.5,20.9,100.0,87.8,7.41,74.1,88.5
S09580,64.9,8.2,,51.1,4.97,16.8,47.25
S07052,86.1,32.1,70.6,94.0,8.36,79.8,85.83
S01300,76.7,22.8,90.9,69.4,8.83,48.5,86.13
S03883,62.0,13.3,40.7,51.8,5.86,40.8,49.65
S08958,60.2,8.2,39.8,30.0,5.23,48.5,37.31
S00041,,16.8,61.5,58.2,6.78,63.2,71.35
S04088,61.4,8.2,62.6,58.3,5.9,52.7,57.27
S05156,69.7,15.8,72.6,69.8,7.41,63.2,67.95
S06978,73.1,11.0,62.0,48.7,7.09,41.9,72.35
S04699,78.7,13.8,95.8,69.8,8.79,79.3,81.25
S04886,68.9,25.1,93.1,68.8,,43.7,75.58
S04576,70.8,16.3,84.3,92.5,7.76,59.7,73.48
S07083,81.0,25.6,94.6,91.7,8.95,91.6,98.24
S00329,83.5,21.9,88.6,79.2,6.58,58.8,74.78
S07619,71.5,10.8,59.8,54.4,5.73,49.7,54.04
S08680,65.7,8.6,66.5,62.1,6.07,38.1,42.09
S04997,87.0,20.2,,80.5,8.46,60.4,80.34
S04198,72.5,9.5,63.1,59.0,6.72,53.9,76.98
S06125,,18.2,89.1,78.8,6.35,50.1,74.8
S07091,51.5,5.7,59.1,47.3,4.95,51.2,39.95
S03513,76.4,15.5,64.2,75.9,7.85,61.6,79.06
S03043,61.4,19.5,74.1,66.7,7.68,44.6,72.11
S09250,93.5,21.1,73.0,75.1,7.27,65.6,80.75
S09789,78.4,24.0,86.5,76.3,8.78,61.1,97.23
S02729,58.5,2.0,39.8,30.0,4.0,33.6,45.73
S07661,73.0,19.2,65.8,59.9,7.74,43.8,63.82
S09812,64.8,15.1,72.2,57.8,8.44,52.0,83.86
S04815,74.8,21.3,60.7,65.0,7.23,56.5,73.54
S06668,67.9,2.3,52.3,50.0,6.39,47.1,46.44
S04100,76.3,28.3,77.4,55.8,7.51,77.8,72.58
S05500,68.4,10.5,63.9,44.8,5.62,53.2,48.01
S02695,65.63,26.6,65.9,81.5,7.16,55.7,57.66
S07376,75.7,16.6,83.4,80.5,6.88,51.4,74.07
S05240,67.0,12.6,59.2,47.1,6.11,51.1,46.61
S07054,77.0,13.9,89.3,68.6,7.8,71.7,72.46
S06907,88.2,23.9,83.2,78.5,8.88,68.9,80.84
S04415,59.7,16.3,64.5,55.7,7.9,42.6,54.57
S00303,87.8,12.3,89.3,79.0,6.56,48.3,100.0
S02001,100.0,17.9,89.3,82.3,9.23,81.2,79.62
S02104,81.9,17.4,70.4,76.4,7.96,66.2,85.29
S09161,86.7,19.4,81.9,77.4,6.07,76.7,77.79
S08629,95.8,29.9,77.9,45.6,9.07,82.2,85.71
S07544,50.5,2.0,77.4,52.9,6.99,63.8,59.21
S00876,57.4,2.0,44.5,30.0,5.16,60.4,36.96
S09752,69.9,12.3,86.6,67.6,8.47,79.2,86.92
S02312,94.2,31.5,100.0,100.0,8.72,71.6,100.0
S00825,57.5,3.5,50.0,39.6,4.9,21.5,38.93
S07481,56.2,12.4,46.9,51.4,6.14,47.0,38.22
S09600,79.2,15.7,66.7,69.3,7.11,42.5,72.88
S09917,63.7,12.8,54.7,56.0,7.08,56.8,59.1
S02848,77.9,12.9,88.7,76.1,8.67,78.4,79.51
S08216,86.8,17.1,87.4,79.4,6.17,73.4,93.62
S06772,64.6,,60.1,46.7,6.74,75.7,62.17
S07392,46.9,2.0,53.6,37.5,5.38,37.6,49.72
S09767,89.1,31.4,76.1,80.3,9.4,71.0,92.0
S03758,84.7,12.2,76.6,77.1,8.02,51.9,74.09
S09815,85.6,20.2,88.7,85.1,7.92,63.6,98.53
S09766,70.3,15.8,56.0,51.4,6.5,56.6,63.56
S04955,71.5,16.0,90.7,69.4,7.97,69.2,68.62
S05208,64.6,5.7,65.0,58.6,7.94,61.9,69.63
S01446,,21.6,62.5,68.0,8.66,66.1,85.0
S02355,70.9,5.0,63.6,66.7,6.69,55.8,90.67
S06844,45.0,2.0,39.3,33.6,4.3,48.2,29.34
S03872,91.1,21.5,86.8,75.5,6.69,65.2,66.95
S04656,70.4,11.3,69.5,47.1,6.91,21.6,63.07
S06383,100.0,28.3,100.0,93.2,8.89,67.6,100.0
S03292,47.9,10.5,60.2,37.8,5.41,,41.53
S01074,57.6,17.4,61.2,68.7,,55.2,65.06
S01062,62.1,9.2,52.7,65.6,6.93,,60.1
S01784,73.1,8.1,77.5,62.5,8.11,57.0,67.14
S07540,66.4,6.5,59.7,51.6,5.55,53.0,51.28
S06853,76.2,17.5,73.7,69.1,6.35,54.7,59.75
S08879,94.2,18.5,86.4,80.5,6.89,53.8,68.37
S02858,94.3,22.3,84.6,76.2,6.09,52.9,73.92
S02694,90.8,25.0,75.8,78.4,8.17,75.6,94.67
S01192,77.0,12.9,71.7,87.1,9.06,86.5,97.68
S09330,78.3,11.8,74.3,56.6,7.87,41.4,63.57
S06690,70.9,9.2,72.6,67.2,7.08,49.0,77.34
S05721,72.7,11.8,69.9,66.5,8.02,64.1,68.71
S04434,67.0,8.7,55.1,40.2,5.58,48.3,41.43
S05512,92.5,25.8,76.1,84.0,7.73,62.8,79.29
S07099,77.6,10.0,59.2,61.1,6.11,65.3,73.02
S03232,74.9,12.0,72.8,44.9,5.71,52.9,56.66
S01433,88.6,30.3,90.1,92.1,9.34,75.3,100.0
S08027,93.0,27.7,82.9,83.3,8.35,78.5,97.52
S05462,88.5,25.0,75.1,77.7,8.74,67.7,100.0
S04228,76.4,13.6,86.0,63.6,8.76,59.5,78.86
S01793,51.9,16.0,84.1,50.8,5.97,,57.04
S01874,100.0,25.9,80.5,75.1,9.28,65.1,85.79
S02143,49.6,18.2,54.1,47.5,5.78,53.0,61.25
S02390,67.4,15.2,70.6,64.0,8.27,55.4,69.22
S07033,74.3,21.0,70.0,58.9,7.31,60.5,64.73
S09207,66.0,15.5,63.4,67.9,7.06,62.6,82.47
S02988,95.1,27.2,83.4,82.3,9.07,91.7,97.0
S00817,41.4,7.2,55.7,41.1,4.32,29.5,34.98
S01984,60.9,6.3,49.5,60.9,5.59,48.3,45.03
S02978,67.8,4.3,64.5,32.2,6.34,68.7,67.21
S06025,89.9,26.2,87.7,73.4,8.47,68.0,76.53
S01157,71.4,4.7,48.43,41.0,5.66,51.1,38.48
S05535,67.2,,53.7,63.7,4.96,82.1,39.89
S08679,74.6,15.1,80.2,69.1,7.31,72.0,70.6
S06223,85.3,16.6,72.4,58.5,8.06,62.1,74.12
S02046,70.7,18.0,64.8,62.7,6.33,46.7,55.28
S00005,97.3,13.1,81.0,60.4,7.03,71.5,76.87
S08255,83.9,19.8,83.2,86.7,7.06,59.9,84.37
S04684,67.6,14.3,63.7,58.3,5.92,43.9,58.46
S04910,85.9,24.0,78.1,79.3,10.0,94.7,85.68
S08036,90.4,21.0,93.0,70.7,9.56,65.2,86.9
S09705,,12.7,59.9,42.5,5.83,54.3,50.82
S04246,60.3,7.0,47.6,48.0,4.64,,34.11
S00838,,22.8,83.7,81.2,9.46,69.7,83.87
S02356,84.7,23.4,84.0,67.6,6.38,76.9,84.41
S04215,73.8,11.2,44.9,39.7,5.21,24.7,38.37
S05434,75.7,11.7,79.9,66.5,8.87,68.9,76.7
S03606,72.3,8.1,74.6,67.9,8.48,74.3,74.36
S08494,81.0,14.4,78.8,67.9,8.1,66.2,81.52
S07464,81.1,11.1,,46.3,6.15,45.5,47.46
S02556,89.6,30.1,77.6,83.4,8.41,,92.21
S05250,62.9,9.1,68.5,59.3,6.42,77.3,50.49
S06620,82.5,22.2,72.8,63.6,7.72,72.5,80.92
S03409,48.0,2.0,43.6,39.7,6.16,27.0,34.65
S08516,92.4,23.9,84.4,80.3,6.9,80.1,86.08
S04087,80.0,12.2,63.0,65.3,6.45,59.6,64.6
S01454,84.7,,86.5,82.5,7.38,43.8,75.53
S07326,86.6,19.4,80.4,54.8,7.74,45.8,77.52
S00932,66.8,23.7,77.1,70.4,8.13,66.7,49.98
S01096,85.6,16.5,78.1,78.5,5.94,63.2,76.24
S01425,57.4,2.0,39.9,36.3,5.43,52.7,45.97
S03769,81.5,24.0,73.1,68.4,8.07,70.2,75.04
S02050,74.4,13.2,73.5,64.7,8.45,47.2,72.55
S03334,80.5,22.1,76.0,62.3,,55.7,70.46
S05934,56.2,12.4,47.2,49.7,5.9,40.5,42.98
S01190,59.7,7.2,44.4,45.5,4.88,43.8,58.29
S03041,57.7,17.8,75.9,,,75.0,73.86
S08496,75.6,13.9,70.2,50.5,7.01,33.5,65.67
S00583,73.1,23.5,74.5,59.7,7.23,56.3,70.64
S05722,65.2,13.2,43.3,54.4,4.95,47.1,63.48
S09587,85.6,14.3,71.1,66.9,7.81,76.5,82.97
S08327,71.6,12.8,74.9,70.3,7.33,56.3,65.85
S05289,87.3,19.4,77.4,79.7,5.89,47.7,69.74
S09677,79.9,10.1,,74.3,7.48,66.0,71.42
S06878,67.8,5.3,65.8,42.4,6.56,53.4,55.74
S00952,72.0,13.6,50.6,38.5,5.81,,49.55
S02990,66.9,28.3,69.2,53.1,7.7,82.7,70.89
S05013,75.4,20.1,59.9,56.8,,45.7,76.62
S07224,81.3,18.1,60.0,49.5,7.32,,59.28
S08086,87.8,8.9,74.1,63.4,7.88,49.9,59.44
S07049,64.3,8.7,76.9,57.5,8.13,69.4,62.1
S01141,60.0,19.5,56.1,52.7,6.81,46.8,57.08
S03234,87.7,12.2,74.8,63.5,6.11,50.6,64.23
S02035,58.5,16.1,63.6,61.7,6.25,51.2,56.42
S00388,56.7,9.7,52.7,46.8,6.12,40.8,48.37
S01187,61.0,19.0,73.7,74.8,7.33,52.7,76.08
S05915,64.4,15.3,49.2,70.8,8.43,65.0,66.97
S08614,89.7,15.8,70.5,77.1,7.91,56.8,87.48
S03302,44.4,2.0,40.5,38.9,4.99,,30.14
S07508,50.9,2.1,44.4,39.4,4.58,44.1,26.42
S09553,90.3,14.0,61.7,67.2,5.75,43.6,66.48
S09112,85.2,22.7,66.5,68.4,8.13,78.3,82.06
S05155,57.0,9.0,53.7,41.4,5.49,36.7,35.43
S01742,75.8,12.3,70.1,66.1,6.99,56.8,70.96
S09549,57.2,7.0,45.3,34.1,5.53,36.4,46.58
S03085,,14.9,74.4,85.5,7.52,60.3,70.18
S06731,65.3,9.0,58.1,46.3,5.87,43.3,45.0
S05886,65.3,21.4,87.3,,8.14,64.4,73.42
S06360,75.5,11.7,72.2,48.6,6.33,,85.1
S03681,72.6,5.1,69.0,52.0,5.77,65.9,56.94
S05911,88.6,22.2,86.9,62.8,5.61,54.1,61.85
S04076,86.2,16.5,80.3,66.2,,40.9,78.65
S05757,84.7,19.0,75.3,78.4,7.74,47.7,87.89
S02086,91.5,25.2,78.9,87.9,6.8,85.2,86.41
S09562,57.5,,45.5,48.8,5.48,40.8,45.91
S07227,49.4,9.2,,30.0,4.29,42.9,36.48
S01123,86.3,,86.2,87.1,9.5,64.0,100.0
S02028,79.2,14.0,83.8,54.4,8.5,70.2,85.6
S01182,64.7,12.3,81.4,65.0,5.75,46.2,68.89
S09291,86.7,19.5,85.5,73.2,7.47,69.7,86.72
S09482,64.5,19.3,66.9,52.4,6.52,48.8,62.29
S00879,75.1,20.7,70.6,63.2,7.18,72.1,59.42
S06720,87.8,20.9,89.1,71.0,6.26,59.3,74.1
S04094,82.5,2.1,90.4,90.7,8.44,60.5,83.89
S06156,61.6,4.8,41.0,57.0,5.48,38.5,45.21
S03734,72.5,,66.3,69.5,8.06,56.6,74.71
S03742,91.6,36.3,88.1,96.2,8.35,79.0,100.0
S07193,100.0,33.2,99.0,100.0,8.07,80.4,90.74
S03637,73.9,16.4,84.8,75.2,6.31,54.2,73.22
S00936,60.8,14.0,71.9,63.6,6.4,75.4,59.42
S08896,89.0,22.5,87.6,78.6,7.26,72.2,91.84
S08498,63.6,6.0,56.2,62.7,6.67,,64.51
S02094,69.7,10.7,80.8,53.9,6.35,83.1,73.96
S05761,60.8,11.3,53.4,50.8,6.02,52.9,39.11
S06649,57.3,7.4,59.2,57.6,7.54,47.7,57.81
S00381,67.8,21.9,76.2,79.1,6.63,73.8,74.25
S01193,73.2,15.2,66.3,53.5,6.67,61.8,55.49
S07612,72.3,10.6,77.7,71.0,6.12,53.6,62.94
S00639,95.1,25.4,82.3,79.3,9.42,63.8,87.07
S09002,85.6,18.4,78.7,77.6,6.14,59.4,81.42
S04533,50.5,2.0,65.0,43.3,6.77,62.8,47.93
S08426,72.3,9.1,69.0,67.2,8.99,49.4,75.6
S03590,49.0,17.8,39.9,51.85,5.04,28.6,31.1
S09077,40.7,13.3,30.0,30.0,5.06,52.3,34.16
S04943,77.9,17.2,82.4,77.0,6.13,53.2,73.33
S03779,70.3,8.1,69.3,67.4,7.93,53.7,61.52
S06794,90.4,31.4,,92.2,9.36,82.4,100.0
S07565,70.2,,76.1,86.5,7.85,56.6,71.98
S03437,97.1,37.4,64.6,57.0,7.96,65.1,91.86
S03439,86.3,24.1,90.7,78.4,9.11,77.2,96.9
S00008,56.3,2.0,30.4,31.8,4.11,45.7,18.64
S02845,76.0,30.8,86.8,82.4,8.39,59.1,84.33
S07887,85.2,21.3,95.3,78.1,9.88,65.5,88.67
S00413,89.7,35.3,100.0,100.0,10.0,83.8,100.0
S03065,67.4,11.0,70.1,64.3,8.79,52.0,74.73
S01217,78.3,17.9,76.9,77.2,6.49,47.6,81.59
S03370,80.7,22.9,75.5,56.1,6.28,,75.38
S01359,66.1,12.5,76.1,70.2,7.25,57.4,64.43
S08492,83.5,20.1,82.4,84.3,5.34,66.5,69.79
S08874,54.4,2.0,33.0,36.6,4.63,21.2,27.49
S07998,65.5,11.2,62.3,49.6,6.67,60.2,51.86
S03583,67.7,19.5,66.5,68.5,7.17,76.1,68.18
S04835,58.6,7.1,59.5,48.0,6.81,45.4,51.85
S06544,74.8,20.8,90.9,75.0,7.75,65.7,86.13
S03613,66.6,12.3,56.7,46.0,4.82,59.5,56.63
S04489,91.8,15.4,61.0,55.5,7.36,47.4,51.24
S02594,83.3,23.9,,73.9,5.74,61.7,59.81
S09120,54.0,2.9,80.5,50.0,8.72,58.6,62.1
S04478,79.0,7.8,68.5,59.2,7.93,74.6,70.08
S08398,87.5,16.1,70.2,57.3,8.33,50.0,71.51
S05088,89.4,27.6,88.0,88.4,8.28,81.0,91.31
S01833,92.3,9.5,80.1,82.7,8.18,82.2,71.7
S02924,96.0,26.8,89.4,80.7,8.61,78.3,89.77
S00511,99.9,6.4,86.3,81.4,8.67,60.0,97.81
S03483,72.8,16.1,90.0,73.8,9.23,95.7,82.13
S05685,71.4,7.7,64.6,63.7,6.58,54.4,71.28
S03713,93.4,23.9,74.5,76.3,8.87,79.2,64.97
S07355,72.9,28.9,86.2,84.9,7.8,79.6,75.54
S04129,65.9,6.9,59.3,59.0,8.76,61.4,60.73
S02059,47.4,2.1,,30.0,4.61,40.6,34.76
S02570,73.6,12.0,72.4,66.1,8.19,55.9,76.81
S09551,100.0,25.6,100.0,90.5,8.2,83.9,92.4
S02539,46.8,8.1,,44.6,5.64,38.4,36.11
S01005,67.9,7.4,65.9,71.6,7.87,50.4,68.29
S05379,87.4,19.9,79.4,73.0,8.59,73.2,80.68
S06738,90.4,17.4,82.3,80.2,6.22,53.2,76.54
S09453,49.0,12.1,71.6,53.4,8.14,59.1,66.09
S03457,74.9,12.5,96.0,74.1,8.5,42.6,68.77
S07917,70.4,2.0,40.4,33.4,5.79,37.0,32.32
S05144,76.3,21.1,77.8,72.9,6.19,40.9,61.05
S06767,55.6,5.6,54.2,54.5,4.6,36.8,27.82
S08543,78.0,11.9,59.5,57.5,6.53,43.9,80.41
S09132,96.8,21.7,,76.2,7.92,58.3,92.05
S08738,75.3,10.4,69.3,64.0,8.97,57.4,73.74
S04556,71.0,21.1,76.5,77.9,,87.5,78.34
S03550,60.1,9.0,55.7,49.1,5.87,29.2,33.66
S09995,75.5,30.8,83.7,76.7,7.63,56.7,83.06
S09230,82.5,13.5,75.3,61.5,6.54,61.7,70.56
S04992,54.1,3.7,52.0,50.5,,72.2,40.96
S00154,64.1,2.0,55.4,43.3,5.01,51.8,52.88
S00123,69.1,12.8,77.1,81.6,,39.1,68.44
S07752,54.1,2.0,46.7,39.0,4.27,45.7,22.35
S06265,74.6,10.5,,75.2,7.53,,60.88
S05186,100.0,,100.0,91.2,9.71,73.7,91.94
S06991,65.8,2.0,43.9,36.6,5.5,32.5,33.53
S05703,84.8,26.9,55.5,58.2,7.54,50.1,68.26
S07975,73.1,,49.2,36.4,6.03,55.3,41.21
S06745,60.4,4.0,,41.9,9.06,53.6,57.37
S01263,71.3,19.4,71.8,67.4,,64.0,71.53
S00368,89.0,30.6,97.2,78.4,9.99,,100.0
S06610,61.9,15.8,62.0,64.8,7.63,76.1,78.25
S08022,97.0,23.3,73.3,79.9,,85.1,96.02
S01842,100.0,,71.3,71.9,7.68,61.4,84.8
S05263,57.2,8.3,50.3,36.4,6.93,49.5,49.06
S03825,66.5,12.4,69.1,55.4,7.69,28.9,62.62
S02889,75.4,19.4,79.0,68.9,5.35,,66.01
S09736,83.0,18.8,67.7,,6.61,68.0,63.6
S07798,68.9,10.3,65.3,62.1,8.13,67.9,83.08
S05355,79.8,6.6,52.7,57.4,5.57,31.6,48.01
S04683,50.4,2.7,47.7,34.4,4.22,57.3,26.81
S09466,48.8,6.9,48.7,30.0,4.0,38.6,37.76
S09139,71.2,17.5,47.7,50.3,5.67,46.1,58.77
S09275,79.6,12.7,72.7,64.9,8.03,49.1,67.79
S03430,60.5,5.4,42.3,36.6,5.83,42.0,48.29
S08390,72.3,12.9,74.0,62.0,5.23,79.4,60.05
S03279,53.3,3.0,39.3,40.0,5.83,44.5,32.04
S08343,88.9,32.7,100.0,99.3,8.5,66.9,100.0
S00181,68.5,9.8,61.8,49.0,5.62,59.5,50.69
S05662,72.8,12.3,72.7,72.8,6.22,57.0,65.89
S07343,67.0,7.1,72.9,60.7,7.03,67.4,65.5
S06306,83.2,17.9,79.3,75.4,6.3,43.5,81.93
S02699,59.6,4.6,57.7,66.6,5.94,43.4,53.27
S00258,,21.9,79.1,63.6,7.56,68.4,84.89
S08585,93.2,20.9,74.7,76.2,9.1,81.3,86.19
S05538,,38.8,67.9,57.8,6.81,70.5,69.7
S07281,81.2,26.6,68.7,83.4,8.35,,100.0
S09698,70.5,13.4,93.4,64.1,,50.8,84.94
